jornada,lado,jugador,slug,evento,cantidad,puntos_lf,partido
3,local,Starfelt,,Goles en contra,2.0,-2.0,22443-celta-athletic
3,local,Á. Núñez,,Minutos jugados,90.0,2.0,22443-celta-athletic
3,local,Á. Núñez,,Goles en contra,2.0,-2.0,22443-celta-athletic
3,local,Faye,,Minutos jugados,45.0,1.0,22443-celta-athletic
3,local,Faye,,Goles en contra,2.0,-2.0,22443-celta-athletic
3,local,Javi Rodríguez,,Minutos jugados,45.0,1.0,22443-celta-athletic
3,local,Javi Rodríguez,,Goles en contra,2.0,-2.0,22443-celta-athletic
3,local,Febas,,Minutos jugados,90.0,2.0,22443-celta-athletic
3,local,Febas,,Goles en contra,2.0,-1.0,22443-celta-athletic
3,local,Moriba,,Minutos jugados,45.0,1.0,22443-celta-athletic
3,local,Moriba,,Goles en contra,2.0,-1.0,22443-celta-athletic
3,local,Hugo González,,Minutos jugados,45.0,1.0,22443-celta-athletic
3,local,Hugo González,,Goles en contra,2.0,-1.0,22443-celta-athletic
3,local,Swedberg,,Minutos jugados,57.0,1.0,22443-celta-athletic
3,local,Swedberg,,Goles en contra,2.0,-1.0,22443-celta-athletic
3,local,Jutglà,,Minutos jugados,90.0,2.0,22443-celta-athletic
3,local,Jutglà,,Goles en contra,2.0,-1.0,22443-celta-athletic
3,local,Rueda,,Minutos jugados,45.0,1.0,22443-celta-athletic
3,local,Lago,,Minutos jugados,45.0,1.0,22443-celta-athletic
3,local,Hugo Álvarez,,Minutos jugados,33.0,1.0,22443-celta-athletic
3,local,Román,,Minutos jugados,45.0,1.0,22443-celta-athletic
3,local,Aspas,,Minutos jugados,45.0,1.0,22443-celta-athletic
3,visitante,Unai Simón,,Minutos jugados,90.0,2.0,22443-celta-athletic
3,visitante,Unai Simón,,Goles en contra,0.0,4.0,22443-celta-athletic
3,visitante,Laporte,,Minutos jugados,90.0,2.0,22443-celta-athletic
3,visitante,Laporte,,Goles en contra,0.0,3.0,22443-celta-athletic
3,visitante,Yuri,,Minutos jugados,90.0,2.0,22443-celta-athletic
3,visitante,Yuri,,Goles en contra,0.0,3.0,22443-celta-athletic
3,visitante,Yuri,,Tarjetas amarillas,1.0,-1.0,22443-celta-athletic
3,visitante,Areso,,Minutos jugados,86.0,2.0,22443-celta-athletic
3,visitante,Areso,,Goles en contra,0.0,3.0,22443-celta-athletic
3,visitante,Paredes,,Minutos jugados,90.0,2.0,22443-celta-athletic
3,visitante,Paredes,,Goles en contra,0.0,3.0,22443-celta-athletic
3,visitante,R. de Galarreta,,Minutos jugados,65.0,2.0,22443-celta-athletic
3,visitante,R. de Galarreta,,Goles en contra,0.0,2.0,22443-celta-athletic
3,visitante,Berenguer,,Minutos jugados,90.0,2.0,22443-celta-athletic
3,visitante,Berenguer,,Goles,1.0,4.0,22443-celta-athletic
3,visitante,Berenguer,,Goles en contra,0.0,1.0,22443-celta-athletic
3,visitante,Sancet,,Minutos jugados,65.0,2.0,22443-celta-athletic
3,visitante,Sancet,,Goles en contra,0.0,2.0,22443-celta-athletic
3,visitante,Navarro,,Minutos jugados,74.0,2.0,22443-celta-athletic
3,visitante,Navarro,,Goles,1.0,5.0,22443-celta-athletic
3,visitante,Navarro,,Goles en contra,0.0,2.0,22443-celta-athletic
3,visitante,Navarro,,Tarjetas amarillas,1.0,-1.0,22443-celta-athletic
3,visitante,Gerenabarrena,,Minutos jugados,90.0,2.0,22443-celta-athletic
3,visitante,Gerenabarrena,,Goles en contra,0.0,2.0,22443-celta-athletic
3,visitante,Gerenabarrena,,Tarjetas amarillas,1.0,-1.0,22443-celta-athletic
3,visitante,I. Williams,,Minutos jugados,65.0,2.0,22443-celta-athletic
3,visitante,I. Williams,,Goles en contra,0.0,1.0,22443-celta-athletic
3,visitante,Johaneko,,Minutos jugados,4.0,1.0,22443-celta-athletic
3,visitante,Jauregizar,,Minutos jugados,25.0,1.0,22443-celta-athletic
3,visitante,Canales,,Minutos jugados,25.0,1.0,22443-celta-athletic
3,visitante,Guruzeta,,Minutos jugados,25.0,1.0,22443-celta-athletic
3,visitante,N. Williams,,Minutos jugados,16.0,1.0,22443-celta-athletic
3,local,Sivera,,Minutos jugados,90.0,2.0,22444-alaves-villarreal
3,local,Sivera,,Goles en contra,0.0,4.0,22444-alaves-villarreal
3,local,Sivera,,Tarjetas amarillas,1.0,-1.0,22444-alaves-villarreal
3,local,Jonny,,Minutos jugados,90.0,2.0,22444-alaves-villarreal
3,local,Jonny,,Goles en contra,0.0,3.0,22444-alaves-villarreal
3,local,Tenaglia,,Minutos jugados,90.0,2.0,22444-alaves-villarreal
3,local,Tenaglia,,Goles en contra,0.0,3.0,22444-alaves-villarreal
3,local,Ángel Pérez,,Minutos jugados,71.0,2.0,22444-alaves-villarreal
3,local,Ángel Pérez,,Goles en contra,0.0,1.0,22444-alaves-villarreal
3,local,Koski,,Minutos jugados,90.0,2.0,22444-alaves-villarreal
3,local,Koski,,Goles en contra,0.0,3.0,22444-alaves-villarreal
3,local,Blanco,,Minutos jugados,90.0,2.0,22444-alaves-villarreal
3,local,Blanco,,Goles en contra,0.0,2.0,22444-alaves-villarreal
3,local,Ibáñez,,Minutos jugados,90.0,2.0,22444-alaves-villarreal
3,local,Ibáñez,,Goles en contra,0.0,2.0,22444-alaves-villarreal
3,local,Rebbach,,Minutos jugados,71.0,2.0,22444-alaves-villarreal
3,local,Rebbach,,Goles en contra,0.0,1.0,22444-alaves-villarreal
3,local,Rebbach,,Tarjetas amarillas,1.0,-1.0,22444-alaves-villarreal
3,local,Mikel Rodriguez,,Minutos jugados,54.0,1.0,22444-alaves-villarreal
3,local,Toni Martinez,,Minutos jugados,54.0,1.0,22444-alaves-villarreal
3,local,Boyé,,Minutos jugados,82.0,2.0,22444-alaves-villarreal
3,local,Boyé,,Goles,1.0,4.0,22444-alaves-villarreal
3,local,Boyé,,Goles en contra,0.0,1.0,22444-alaves-villarreal
3,local,Youssef,,Minutos jugados,36.0,1.0,22444-alaves-villarreal
3,local,Denis Suárez,,Minutos jugados,19.0,1.0,22444-alaves-villarreal
3,local,Protesoni,,Minutos jugados,19.0,1.0,22444-alaves-villarreal
3,local,Mariano,,Minutos jugados,36.0,1.0,22444-alaves-villarreal
3,local,Mariano,,Tarjetas amarillas,1.0,-1.0,22444-alaves-villarreal
3,local,Aitor Mañas,,Minutos jugados,8.0,1.0,22444-alaves-villarreal
3,visitante,Luiz Junior,,Minutos jugados,90.0,2.0,22444-alaves-villarreal
3,visitante,Foyth,,Minutos jugados,90.0,2.0,22444-alaves-villarreal
3,visitante,Veiga,,Minutos jugados,90.0,2.0,22444-alaves-villarreal
3,visitante,Veiga,,Tarjetas amarillas,1.0,-1.0,22444-alaves-villarreal
3,visitante,Romero,,Minutos jugados,90.0,2.0,22444-alaves-villarreal
3,visitante,Mouriño,,Minutos jugados,62.0,2.0,22444-alaves-villarreal
3,visitante,Comesaña,,Minutos jugados,62.0,2.0,22444-alaves-villarreal
3,visitante,Pape Gueye,,Minutos jugados,90.0,2.0,22444-alaves-villarreal
3,visitante,Buchanan,,Minutos jugados,63.0,2.0,22444-alaves-villarreal
3,visitante,Gerard,,Minutos jugados,70.0,2.0,22444-alaves-villarreal
3,visitante,Pépé,,Minutos jugados,90.0,2.0,22444-alaves-villarreal
3,visitante,Pépé,,Tarjetas amarillas,1.0,-1.0,22444-alaves-villarreal
3,visitante,Mikautadze,,Minutos jugados,82.0,2.0,22444-alaves-villarreal
3,visitante,Freeman,,Minutos jugados,28.0,1.0,22444-alaves-villarreal
3,visitante,Akhomach,,Minutos jugados,20.0,1.0,22444-alaves-villarreal
3,visitante,Moleiro,,Minutos jugados,27.0,1.0,22444-alaves-villarreal
3,visitante,Ayoze,,Minutos jugados,28.0,1.0,22444-alaves-villarreal
3,visitante,Oluwaseyi,,Minutos jugados,8.0,1.0,22444-alaves-villarreal
3,local,Leo Román,,Minutos jugados,90.0,2.0,22445-deportivo-valencia
3,local,Ximo,,Minutos jugados,83.0,2.0,22445-deportivo-valencia
3,local,Quagliata,,Minutos jugados,90.0,2.0,22445-deportivo-valencia
3,local,Noubi,,Minutos jugados,90.0,2.0,22445-deportivo-valencia
3,local,Ede,,Minutos jugados,90.0,2.0,22445-deportivo-valencia
3,local,Riki,,Minutos jugados,64.0,2.0,22445-deportivo-valencia
3,local,Mario,,Minutos jugados,73.0,2.0,22445-deportivo-valencia
3,local,Luismi,,Minutos jugados,73.0,2.0,22445-deportivo-valencia
3,local,Amatucci,,Minutos jugados,90.0,2.0,22445-deportivo-valencia
3,local,Aubameyang,,Minutos jugados,90.0,2.0,22445-deportivo-valencia
3,local,Aubameyang,,Goles,1.0,4.0,22445-deportivo-valencia
3,local,Bil Nsongo,,Minutos jugados,83.0,2.0,22445-deportivo-valencia
3,local,Altimira 72',,Minutos jugados,17.0,1.0,22445-deportivo-valencia
3,local,Loureiro,,Minutos jugados,7.0,1.0,22445-deportivo-valencia
3,local,Asp Jensen,,Minutos jugados,7.0,1.0,22445-deportivo-valencia
3,local,Gijselhart,,Minutos jugados,26.0,1.0,22445-deportivo-valencia
3,local,Yeremay,,Minutos jugados,17.0,1.0,22445-deportivo-valencia
3,visitante,Dimitrievski,,Minutos jugados,90.0,2.0,22445-deportivo-valencia
3,visitante,Dimitrievski,,Goles en contra,3.0,-2.0,22445-deportivo-valencia
3,visitante,Diakhaby,,Minutos jugados,90.0,2.0,22445-deportivo-valencia
3,visitante,Diakhaby,,Goles en contra,3.0,-2.0,22445-deportivo-valencia
3,visitante,Diakhaby,,Tarjetas amarillas,1.0,-1.0,22445-deportivo-valencia
3,visitante,Jesús Vázquez,,Minutos jugados,90.0,2.0,22445-deportivo-valencia
3,visitante,Jesús Vázquez,,Goles en contra,3.0,-2.0,22445-deportivo-valencia
3,visitante,Arnau,,Minutos jugados,82.0,2.0,22445-deportivo-valencia
3,visitante,Arnau,,Goles en contra,3.0,-2.0,22445-deportivo-valencia
3,visitante,Tárrega,,Minutos jugados,90.0,2.0,22445-deportivo-valencia
3,visitante,Tárrega,,Goles en contra,3.0,-2.0,22445-deportivo-valencia
3,visitante,Pepelu,,Minutos jugados,66.0,2.0,22445-deportivo-valencia
3,visitante,Pepelu,,Goles en contra,3.0,-1.0,22445-deportivo-valencia
3,visitante,Rioja,,Minutos jugados,60.0,2.0,22445-deportivo-valencia
3,visitante,Rioja,,Goles en contra,3.0,-1.0,22445-deportivo-valencia
3,visitante,Javi Guerra,,Minutos jugados,60.0,2.0,22445-deportivo-valencia
3,visitante,Javi Guerra,,Goles en contra,3.0,-1.0,22445-deportivo-valencia
3,visitante,Ugrinic,,Minutos jugados,90.0,2.0,22445-deportivo-valencia
3,visitante,Ugrinic,,Goles en contra,3.0,-1.0,22445-deportivo-valencia
3,visitante,Sato,,Minutos jugados,60.0,2.0,22445-deportivo-valencia
3,visitante,Sato,,Goles en contra,3.0,-1.0,22445-deportivo-valencia
3,visitante,Sadiq,,Minutos jugados,90.0,2.0,22445-deportivo-valencia
3,visitante,Sadiq,,Goles,1.0,4.0,22445-deportivo-valencia
3,visitante,Sadiq,,Goles en contra,3.0,-1.0,22445-deportivo-valencia
3,visitante,Dieng,,Minutos jugados,24.0,1.0,22445-deportivo-valencia
3,visitante,Raba,,Minutos jugados,8.0,1.0,22445-deportivo-valencia
3,visitante,Duro,,Minutos jugados,30.0,1.0,22445-deportivo-valencia
3,visitante,Danjuma,,Minutos jugados,30.0,1.0,22445-deportivo-valencia
3,local,Joan Garcia,,Minutos jugados,90.0,2.0,22446-barcelona-rayo
3,local,Joan Garcia,,Goles en contra,2.0,-2.0,22446-barcelona-rayo
3,local,A. Christensen,,Minutos jugados,90.0,2.0,22446-barcelona-rayo
3,local,A. Christensen,,Goles en contra,2.0,-2.0,22446-barcelona-rayo
3,local,Koundé,,Minutos jugados,90.0,2.0,22446-barcelona-rayo
3,local,Koundé,,Goles en contra,2.0,-2.0,22446-barcelona-rayo
3,local,Cubarsí,,Minutos jugados,90.0,2.0,22446-barcelona-rayo
3,local,Cubarsí,,Goles en contra,2.0,-2.0,22446-barcelona-rayo
3,local,Espart,,Minutos jugados,90.0,2.0,22446-barcelona-rayo
3,local,Espart,,Goles en contra,2.0,-2.0,22446-barcelona-rayo
3,local,Olmo,,Minutos jugados,64.0,2.0,22446-barcelona-rayo
3,local,Olmo,,Goles en contra,2.0,-1.0,22446-barcelona-rayo
3,local,Pedri,,Minutos jugados,77.0,2.0,22446-barcelona-rayo
3,local,Pedri,,Goles en contra,2.0,-1.0,22446-barcelona-rayo
3,local,Bernal,,Minutos jugados,64.0,2.0,22446-barcelona-rayo
3,local,Bernal,,Goles en contra,2.0,-1.0,22446-barcelona-rayo
3,local,Raphinha,,Minutos jugados,86.0,2.0,22446-barcelona-rayo
3,local,Raphinha,,Goles,2.0,8.0,22446-barcelona-rayo
3,local,Raphinha,,Goles en contra,2.0,-1.0,22446-barcelona-rayo
3,local,Gordon,,Minutos jugados,77.0,2.0,22446-barcelona-rayo
3,local,Gordon,,Goles en contra,2.0,-1.0,22446-barcelona-rayo
3,local,Yamal,,Minutos jugados,90.0,2.0,22446-barcelona-rayo
3,local,Yamal,,Goles,2.0,8.0,22446-barcelona-rayo
3,local,Yamal,,Goles en contra,2.0,-1.0,22446-barcelona-rayo
3,local,Cancelo,,Minutos jugados,13.0,1.0,22446-barcelona-rayo
3,local,Rodri,,Minutos jugados,26.0,1.0,22446-barcelona-rayo
3,local,Fermín,,Minutos jugados,26.0,1.0,22446-barcelona-rayo
3,local,Adeyemi,,Minutos jugados,13.0,1.0,22446-barcelona-rayo
3,local,Abdelkarim,,Minutos jugados,4.0,1.0,22446-barcelona-rayo
3,visitante,Cárdenas,,Minutos jugados,90.0,2.0,22446-barcelona-rayo
3,visitante,Cárdenas,,Goles en contra,5.0,-4.0,22446-barcelona-rayo
3,visitante,Lejeune,,Minutos jugados,90.0,2.0,22446-barcelona-rayo
3,visitante,Lejeune,,Goles en contra,5.0,-4.0,22446-barcelona-rayo
3,visitante,Balliu,,Minutos jugados,90.0,2.0,22446-barcelona-rayo
3,visitante,Balliu,,Goles en contra,5.0,-4.0,22446-barcelona-rayo
3,visitante,Vertrouwd,,Minutos jugados,32.0,1.0,22446-barcelona-rayo
3,visitante,Vertrouwd,,Goles en contra,2.0,-2.0,22446-barcelona-rayo
3,visitante,Álvaro García,,Minutos jugados,90.0,2.0,22446-barcelona-rayo
3,visitante,Álvaro García,,Goles en contra,5.0,-2.0,22446-barcelona-rayo
3,visitante,Unai López,,Minutos jugados,75.0,2.0,22446-barcelona-rayo
3,visitante,Unai López,,Goles en contra,4.0,-2.0,22446-barcelona-rayo
3,visitante,De Frutos,,Minutos jugados,57.0,1.0,22446-barcelona-rayo
3,visitante,De Frutos,,Goles en contra,3.0,-1.0,22446-barcelona-rayo
3,visitante,Valentín,,Minutos jugados,90.0,2.0,22446-barcelona-rayo
3,visitante,Valentín,,Goles en contra,5.0,-2.0,22446-barcelona-rayo
3,visitante,Pathé Ciss,,Minutos jugados,90.0,2.0,22446-barcelona-rayo
3,visitante,Pathé Ciss,,Goles en contra,5.0,-2.0,22446-barcelona-rayo
3,visitante,Camello,,Minutos jugados,75.0,2.0,22446-barcelona-rayo
3,visitante,Camello,,Goles,2.0,8.0,22446-barcelona-rayo
3,visitante,Camello,,Goles en contra,4.0,-2.0,22446-barcelona-rayo
3,visitante,Pedrosa,,Minutos jugados,58.0,1.0,22446-barcelona-rayo
3,visitante,Pedrosa,,Goles en contra,3.0,-2.0,22446-barcelona-rayo
3,visitante,Pedrosa,,Tarjetas amarillas,1.0,-1.0,22446-barcelona-rayo
3,visitante,Pedro Díaz,,Minutos jugados,33.0,1.0,22446-barcelona-rayo
3,visitante,Pedro Díaz,,Goles en contra,2.0,-1.0,22446-barcelona-rayo
3,visitante,Fran Pérez,,Minutos jugados,33.0,1.0,22446-barcelona-rayo
3,visitante,Fran Pérez,,Goles en contra,2.0,-1.0,22446-barcelona-rayo
3,visitante,Nteka,,Minutos jugados,15.0,1.0,22446-barcelona-rayo
3,visitante,Alemão,,Minutos jugados,15.0,1.0,22446-barcelona-rayo
3,local,Ryan,,Minutos jugados,90.0,2.0,22447-levante-betis
3,local,Ryan,,Goles en contra,2.0,-2.0,22447-levante-betis
3,local,Mandi,,Minutos jugados,90.0,2.0,22447-levante-betis
3,local,Mandi,,Goles en contra,2.0,-2.0,22447-levante-betis
3,local,De la Fuente,,Minutos jugados,90.0,2.0,22447-levante-betis
3,local,De la Fuente,,Goles,1.0,6.0,22447-levante-betis
3,local,De la Fuente,,Goles en contra,2.0,-2.0,22447-levante-betis
3,local,Manu Sánchez,,Minutos jugados,90.0,2.0,22447-levante-betis
3,local,Manu Sánchez,,Goles en contra,2.0,-2.0,22447-levante-betis
3,local,Nacho Pérez,,Minutos jugados,45.0,1.0,22447-levante-betis
3,local,Nacho Pérez,,Goles en contra,2.0,-2.0,22447-levante-betis
3,local,Oriol Rey,,Minutos jugados,90.0,2.0,22447-levante-betis
3,local,Oriol Rey,,Goles en contra,2.0,-1.0,22447-levante-betis
3,local,Olasagasti,,Minutos jugados,90.0,2.0,22447-levante-betis
3,local,Olasagasti,,Goles,1.0,5.0,22447-levante-betis
3,local,Olasagasti,,Goles en contra,2.0,-1.0,22447-levante-betis
3,local,Thiago,,Minutos jugados,72.0,2.0,22447-levante-betis
3,local,Thiago,,Goles en contra,2.0,-1.0,22447-levante-betis
3,local,Bardeli,,Minutos jugados,65.0,2.0,22447-levante-betis
3,local,Bardeli,,Goles,1.0,5.0,22447-levante-betis
3,local,Bardeli,,Goles en contra,2.0,-1.0,22447-levante-betis
3,local,Iván Romero,,Minutos jugados,72.0,2.0,22447-levante-betis
3,local,Iván Romero,,Goles en contra,2.0,-1.0,22447-levante-betis
3,local,Brugui,,Minutos jugados,84.0,2.0,22447-levante-betis
3,local,Brugui,,Goles,2.0,8.0,22447-levante-betis
3,local,Brugui,,Goles en contra,2.0,-1.0,22447-levante-betis
3,local,Toljan,,Minutos jugados,45.0,1.0,22447-levante-betis
3,local,Toljan,,Tarjetas amarillas,1.0,-1.0,22447-levante-betis
3,local,Víctor García,,Minutos jugados,18.0,1.0,22447-levante-betis
3,local,Sotelo,,Minutos jugados,25.0,1.0,22447-levante-betis
3,local,Cortés,,Minutos jugados,6.0,1.0,22447-levante-betis
3,local,Etta Eyong,,Minutos jugados,18.0,1.0,22447-levante-betis
3,visitante,Valles,,Minutos jugados,90.0,2.0,22447-levante-betis
3,visitante,Valles,,Goles en contra,5.0,-4.0,22447-levante-betis
3,visitante,Bartra,,Minutos jugados,90.0,2.0,22447-levante-betis
3,visitante,Bartra,,Goles,1.0,6.0,22447-levante-betis
3,visitante,Bartra,,Goles en contra,5.0,-4.0,22447-levante-betis
3,visitante,Bellerín,,Minutos jugados,90.0,2.0,22447-levante-betis
3,visitante,Bellerín,,Goles en contra,5.0,-4.0,22447-levante-betis
3,visitante,Fran García,,Minutos jugados,90.0,2.0,22447-levante-betis
3,visitante,Fran García,,Goles en contra,5.0,-4.0,22447-levante-betis
3,visitante,Natan,,Minutos jugados,90.0,2.0,22447-levante-betis
3,visitante,Natan,,Goles en contra,5.0,-4.0,22447-levante-betis
3,visitante,Isco,,Minutos jugados,57.0,1.0,22447-levante-betis
3,visitante,Isco,,Goles en contra,3.0,-1.0,22447-levante-betis
3,visitante,Marc Roca,,Minutos jugados,67.0,2.0,22447-levante-betis
3,visitante,Marc Roca,,Goles en contra,3.0,-1.0,22447-levante-betis
3,visitante,Riquelme,,Minutos jugados,67.0,2.0,22447-levante-betis
3,visitante,Riquelme,,Goles,1.0,5.0,22447-levante-betis
3,visitante,Riquelme,,Goles en contra,3.0,-1.0,22447-levante-betis
3,visitante,Bernal,,Minutos jugados,74.0,2.0,22447-levante-betis
3,visitante,Bernal,,Goles en contra,4.0,-2.0,22447-levante-betis
3,visitante,Parrott,,Minutos jugados,57.0,1.0,22447-levante-betis
3,visitante,Parrott,,Goles en contra,3.0,-1.0,22447-levante-betis
3,visitante,Antony,,Minutos jugados,90.0,2.0,22447-levante-betis
3,visitante,Antony,,Goles en contra,5.0,-2.0,22447-levante-betis
3,visitante,Fornals,,Minutos jugados,33.0,1.0,22447-levante-betis
3,visitante,Fornals,,Goles en contra,2.0,-1.0,22447-levante-betis
3,visitante,Deossa,,Minutos jugados,23.0,1.0,22447-levante-betis
3,visitante,Deossa,,Goles en contra,2.0,-1.0,22447-levante-betis
3,visitante,Cucho,,Minutos jugados,33.0,1.0,22447-levante-betis
3,visitante,Cucho,,Goles en contra,2.0,-1.0,22447-levante-betis
3,visitante,Abde,,Minutos jugados,16.0,1.0,22447-levante-betis
3,visitante,Pablo García,,Minutos jugados,23.0,1.0,22447-levante-betis
3,visitante,Pablo García,,Goles en contra,2.0,-1.0,22447-levante-betis
3,visitante,Pablo García,,Tarjetas amarillas,1.0,-1.0,22447-levante-betis
3,local,Herrera,,Minutos jugados,90.0,2.0,22448-osasuna-getafe
3,local,Herrera,,Goles en contra,0.0,4.0,22448-osasuna-getafe
3,local,Herrera,,Tarjetas amarillas,1.0,-1.0,22448-osasuna-getafe
3,local,Catena,,Minutos jugados,90.0,2.0,22448-osasuna-getafe
3,local,Catena,,Goles en contra,0.0,3.0,22448-osasuna-getafe
3,local,Herrando,,Minutos jugados,39.0,1.0,22448-osasuna-getafe
3,local,Herrando,,Tarjetas amarillas,1.0,-1.0,22448-osasuna-getafe
3,local,Bretones,,Minutos jugados,90.0,2.0,22448-osasuna-getafe
3,local,Bretones,,Goles en contra,0.0,3.0,22448-osasuna-getafe
3,local,Arguibide,,Minutos jugados,90.0,2.0,22448-osasuna-getafe
3,local,Arguibide,,Goles en contra,0.0,3.0,22448-osasuna-getafe
3,local,Rubén G.,,Minutos jugados,45.0,1.0,22448-osasuna-getafe
3,local,Moi Gómez,,Minutos jugados,77.0,2.0,22448-osasuna-getafe
3,local,Moi Gómez,,Goles en contra,0.0,2.0,22448-osasuna-getafe
3,local,Oroz,,Minutos jugados,71.0,2.0,22448-osasuna-getafe
3,local,Oroz,,Goles en contra,0.0,2.0,22448-osasuna-getafe
3,local,Moncayola,,Minutos jugados,90.0,2.0,22448-osasuna-getafe
3,local,Moncayola,,Goles en contra,0.0,2.0,22448-osasuna-getafe
3,local,Iker Muñoz,,Minutos jugados,71.0,2.0,22448-osasuna-getafe
3,local,Iker Muñoz,,Goles en contra,0.0,2.0,22448-osasuna-getafe
3,local,Iker Muñoz,,Tarjetas amarillas,1.0,-1.0,22448-osasuna-getafe
3,local,Budimir,,Minutos jugados,90.0,2.0,22448-osasuna-getafe
3,local,Budimir,,Goles,1.0,4.0,22448-osasuna-getafe
3,local,Budimir,,Goles en contra,0.0,1.0,22448-osasuna-getafe
3,local,Boyomo,,Minutos jugados,51.0,1.0,22448-osasuna-getafe
3,local,Torró,,Minutos jugados,19.0,1.0,22448-osasuna-getafe
3,local,Kike Barja,,Minutos jugados,13.0,1.0,22448-osasuna-getafe
3,local,Kike Barja,,Tarjetas amarillas,1.0,-1.0,22448-osasuna-getafe
3,local,Dubasin,,Minutos jugados,45.0,1.0,22448-osasuna-getafe
3,local,Raúl García,,Minutos jugados,19.0,1.0,22448-osasuna-getafe
3,local,Raúl García,,Tarjetas amarillas,1.0,-1.0,22448-osasuna-getafe
3,visitante,Soria,,Minutos jugados,90.0,2.0,22448-osasuna-getafe
3,visitante,Mojica,,Minutos jugados,90.0,2.0,22448-osasuna-getafe
3,visitante,Mojica,,Tarjetas amarillas,1.0,-1.0,22448-osasuna-getafe
3,visitante,Femenia,,Minutos jugados,90.0,2.0,22448-osasuna-getafe
3,visitante,Djené,,Minutos jugados,90.0,2.0,22448-osasuna-getafe
3,visitante,Djené,,Tarjetas amarillas,1.0,-1.0,22448-osasuna-getafe
3,visitante,Andrés García,,Minutos jugados,65.0,2.0,22448-osasuna-getafe
3,visitante,Romero,,Minutos jugados,90.0,2.0,22448-osasuna-getafe
3,visitante,Francho,,Minutos jugados,76.0,2.0,22448-osasuna-getafe
