jornada,lado,jugador,slug,evento,cantidad,puntos_lf,partido
3,local,Cucurella,,Minutos jugados,90.0,2.0,22449-real-madrid-malaga
3,local,Cucurella,,Goles en contra,0.0,3.0,22449-real-madrid-malaga
3,local,Huijsen,,Minutos jugados,90.0,2.0,22449-real-madrid-malaga
3,local,Huijsen,,Goles en contra,0.0,3.0,22449-real-madrid-malaga
3,local,Valverde,,Minutos jugados,77.0,2.0,22449-real-madrid-malaga
3,local,Valverde,,Goles en contra,0.0,2.0,22449-real-madrid-malaga
3,local,Brahim,,Minutos jugados,65.0,2.0,22449-real-madrid-malaga
3,local,Brahim,,Goles en contra,0.0,2.0,22449-real-madrid-malaga
3,local,Bellingham,,Minutos jugados,87.0,2.0,22449-real-madrid-malaga
3,local,Bellingham,,Goles,1.0,5.0,22449-real-madrid-malaga
3,local,Bellingham,,Goles en contra,0.0,2.0,22449-real-madrid-malaga
3,local,Camavinga,,Minutos jugados,90.0,2.0,22449-real-madrid-malaga
3,local,Camavinga,,Goles en contra,0.0,2.0,22449-real-madrid-malaga
3,local,Mbappé,,Minutos jugados,90.0,2.0,22449-real-madrid-malaga
3,local,Mbappé,,Goles,1.0,4.0,22449-real-madrid-malaga
3,local,Mbappé,,Goles en contra,0.0,1.0,22449-real-madrid-malaga
3,local,Vinicius,,Minutos jugados,90.0,2.0,22449-real-madrid-malaga
3,local,Vinicius,,Goles en contra,0.0,1.0,22449-real-madrid-malaga
3,local,Bernardo Silva,,Minutos jugados,13.0,1.0,22449-real-madrid-malaga
3,local,Güler,,Minutos jugados,3.0,1.0,22449-real-madrid-malaga
3,local,Güler,,Goles,1.0,5.0,22449-real-madrid-malaga
3,local,Y. Diomande,,Minutos jugados,25.0,1.0,22449-real-madrid-malaga
3,visitante,Herrero,,Minutos jugados,90.0,2.0,22449-real-madrid-malaga
3,visitante,Herrero,,Goles en contra,4.0,-4.0,22449-real-madrid-malaga
3,visitante,Galilea,,Minutos jugados,74.0,2.0,22449-real-madrid-malaga
3,visitante,Galilea,,Goles en contra,3.0,-2.0,22449-real-madrid-malaga
3,visitante,Puga,,Minutos jugados,60.0,2.0,22449-real-madrid-malaga
3,visitante,Puga,,Goles en contra,3.0,-2.0,22449-real-madrid-malaga
3,visitante,Rafita,,Minutos jugados,90.0,2.0,22449-real-madrid-malaga
3,visitante,Rafita,,Goles en contra,4.0,-4.0,22449-real-madrid-malaga
3,visitante,Recio,,Minutos jugados,90.0,2.0,22449-real-madrid-malaga
3,visitante,Recio,,Goles en contra,4.0,-4.0,22449-real-madrid-malaga
3,visitante,Joaquín,,Minutos jugados,61.0,2.0,22449-real-madrid-malaga
3,visitante,Joaquín,,Goles en contra,3.0,-1.0,22449-real-madrid-malaga
3,visitante,Larrubia,,Minutos jugados,90.0,2.0,22449-real-madrid-malaga
3,visitante,Larrubia,,Goles en contra,4.0,-2.0,22449-real-madrid-malaga
3,visitante,Dotor,,Minutos jugados,90.0,2.0,22449-real-madrid-malaga
3,visitante,Dotor,,Goles en contra,4.0,-2.0,22449-real-madrid-malaga
3,visitante,Merino,,Minutos jugados,87.0,2.0,22449-real-madrid-malaga
3,visitante,Merino,,Goles en contra,3.0,-1.0,22449-real-madrid-malaga
3,visitante,Rafa Rodríguez,,Minutos jugados,45.0,1.0,22449-real-madrid-malaga
3,visitante,Rafa Rodríguez,,Goles en contra,3.0,-1.0,22449-real-madrid-malaga
3,visitante,Chupete,,Minutos jugados,90.0,2.0,22449-real-madrid-malaga
3,visitante,Chupete,,Goles en contra,4.0,-2.0,22449-real-madrid-malaga
3,visitante,Chupete,,Tarjetas amarillas,1.0,-1.0,22449-real-madrid-malaga
3,visitante,Salinas,,Minutos jugados,30.0,1.0,22449-real-madrid-malaga
3,visitante,Pablo Martínez,,Minutos jugados,45.0,1.0,22449-real-madrid-malaga
3,visitante,Enríquez,,Minutos jugados,3.0,1.0,22449-real-madrid-malaga
3,visitante,Enríquez,,Tarjetas amarillas,1.0,-1.0,22449-real-madrid-malaga
3,visitante,Juan Cruz,,Minutos jugados,29.0,1.0,22449-real-madrid-malaga
3,visitante,Haitam,,Minutos jugados,16.0,1.0,22449-real-madrid-malaga
3,local,Agirrezabala,,Minutos jugados,90.0,2.0,22450-racing-elche
3,local,Agirrezabala,,Goles en contra,2.0,-2.0,22450-racing-elche
3,local,Hernando,,Minutos jugados,90.0,2.0,22450-racing-elche
3,local,Hernando,,Goles en contra,2.0,-2.0,22450-racing-elche
3,local,Facu González,,Minutos jugados,90.0,2.0,22450-racing-elche
3,local,Facu González,,Goles en contra,2.0,-2.0,22450-racing-elche
3,local,Facu González,,Tarjetas amarillas,1.0,-1.0,22450-racing-elche
3,local,Mantilla,,Minutos jugados,90.0,2.0,22450-racing-elche
3,local,Mantilla,,Goles en contra,2.0,-2.0,22450-racing-elche
3,local,Mantilla,,Tarjetas amarillas,1.0,-1.0,22450-racing-elche
3,local,Salinas,,Minutos jugados,90.0,2.0,22450-racing-elche
3,local,Salinas,,Goles en contra,2.0,-2.0,22450-racing-elche
3,local,Canales,,Minutos jugados,85.0,2.0,22450-racing-elche
3,local,Canales,,Goles en contra,2.0,-1.0,22450-racing-elche
3,local,Iñigo Vicente,,Minutos jugados,69.0,2.0,22450-racing-elche
3,local,Iñigo Vicente,,Goles en contra,0.0,1.0,22450-racing-elche
3,local,Iván Martín,,Minutos jugados,90.0,2.0,22450-racing-elche
3,local,Iván Martín,,Goles en contra,2.0,-1.0,22450-racing-elche
3,local,Puerta,,Minutos jugados,90.0,2.0,22450-racing-elche
3,local,Puerta,,Goles en contra,2.0,-1.0,22450-racing-elche
3,local,Andrés Martín,,Minutos jugados,59.0,1.0,22450-racing-elche
3,local,Zabiri,,Minutos jugados,69.0,2.0,22450-racing-elche
3,local,Zabiri,,Goles,3.0,12.0,22450-racing-elche
3,local,Zabiri,,Goles en contra,0.0,1.0,22450-racing-elche
3,local,Prati,,Minutos jugados,31.0,1.0,22450-racing-elche
3,local,Prati,,Goles en contra,2.0,-1.0,22450-racing-elche
3,local,Maguette,,Minutos jugados,5.0,1.0,22450-racing-elche
3,local,Villalibre,,Minutos jugados,21.0,1.0,22450-racing-elche
3,local,Villalibre,,Goles en contra,2.0,-1.0,22450-racing-elche
3,local,Guliashvili,,Minutos jugados,21.0,1.0,22450-racing-elche
3,local,Guliashvili,,Goles en contra,2.0,-1.0,22450-racing-elche
3,visitante,Dituro,,Minutos jugados,90.0,2.0,22450-racing-elche
3,visitante,Dituro,,Goles en contra,3.0,-2.0,22450-racing-elche
3,visitante,Bigas,,Minutos jugados,62.0,2.0,22450-racing-elche
3,visitante,Bigas,,Goles en contra,3.0,-2.0,22450-racing-elche
3,visitante,Chust,,Minutos jugados,90.0,2.0,22450-racing-elche
3,visitante,Chust,,Goles en contra,3.0,-2.0,22450-racing-elche
3,visitante,Affengruber,,Minutos jugados,90.0,2.0,22450-racing-elche
3,visitante,Affengruber,,Goles en contra,3.0,-2.0,22450-racing-elche
3,visitante,Sangaré,,Minutos jugados,84.0,2.0,22450-racing-elche
3,visitante,Sangaré,,Goles,1.0,6.0,22450-racing-elche
3,visitante,Sangaré,,Goles en contra,3.0,-2.0,22450-racing-elche
3,visitante,Villar,,Minutos jugados,90.0,2.0,22450-racing-elche
3,visitante,Villar,,Goles en contra,3.0,-1.0,22450-racing-elche
3,visitante,Valera,,Minutos jugados,90.0,2.0,22450-racing-elche
3,visitante,Valera,,Goles en contra,3.0,-1.0,22450-racing-elche
3,visitante,Aguado,,Minutos jugados,45.0,1.0,22450-racing-elche
3,visitante,Aguado,,Goles en contra,3.0,-1.0,22450-racing-elche
3,visitante,Buonanotte,,Minutos jugados,69.0,2.0,22450-racing-elche
3,visitante,Buonanotte,,Goles en contra,3.0,-1.0,22450-racing-elche
3,visitante,Buonanotte,,Tarjetas amarillas,1.0,-1.0,22450-racing-elche
3,visitante,Ali Houary,,Minutos jugados,45.0,1.0,22450-racing-elche
3,visitante,Ali Houary,,Goles en contra,3.0,-1.0,22450-racing-elche
3,visitante,Fer Niño,,Minutos jugados,90.0,2.0,22450-racing-elche
3,visitante,Fer Niño,,Goles,1.0,4.0,22450-racing-elche
3,visitante,Fer Niño,,Goles en contra,3.0,-1.0,22450-racing-elche
3,visitante,Josan,,Minutos jugados,6.0,1.0,22450-racing-elche
3,visitante,Tete Morente,,Minutos jugados,45.0,1.0,22450-racing-elche
3,visitante,Cepeda,,Minutos jugados,21.0,1.0,22450-racing-elche
3,visitante,Ponce,,Minutos jugados,45.0,1.0,22450-racing-elche
3,local,Remiro,,Minutos jugados,90.0,2.0,22451-real-sociedad-espanyol
3,local,Zubeldia,,Minutos jugados,90.0,2.0,22451-real-sociedad-espanyol
3,local,Zubeldia,,Tarjetas amarillas,1.0,-1.0,22451-real-sociedad-espanyol
3,local,Sergio Gómez,,Minutos jugados,90.0,2.0,22451-real-sociedad-espanyol
3,local,Jon Martín,,Minutos jugados,90.0,2.0,22451-real-sociedad-espanyol
3,local,Aramburu,,Minutos jugados,90.0,2.0,22451-real-sociedad-espanyol
3,local,Carlos Soler,,Minutos jugados,90.0,2.0,22451-real-sociedad-espanyol
3,local,Barrenetxea,,Minutos jugados,63.0,2.0,22451-real-sociedad-espanyol
3,local,Barrenetxea,,Goles,1.0,5.0,22451-real-sociedad-espanyol
3,local,L. Sucic,,Minutos jugados,78.0,2.0,22451-real-sociedad-espanyol
3,local,Turrientes,,Minutos jugados,62.0,2.0,22451-real-sociedad-espanyol
3,local,Turrientes,,Tarjetas amarillas,1.0,-1.0,22451-real-sociedad-espanyol
3,local,Oyarzabal,,Minutos jugados,89.0,2.0,22451-real-sociedad-espanyol
3,local,Óskarsson,,Minutos jugados,78.0,2.0,22451-real-sociedad-espanyol
3,local,Óskarsson,,Goles,1.0,4.0,22451-real-sociedad-espanyol
3,local,Herrera,,Minutos jugados,28.0,1.0,22451-real-sociedad-espanyol
3,local,Kubo,,Minutos jugados,12.0,1.0,22451-real-sociedad-espanyol
3,local,Gorrotxategi,,Minutos jugados,1.0,1.0,22451-real-sociedad-espanyol
3,local,Guedes,,Minutos jugados,12.0,1.0,22451-real-sociedad-espanyol
3,visitante,Dmitrovic,,Minutos jugados,90.0,2.0,22451-real-sociedad-espanyol
3,visitante,Dmitrovic,,Goles en contra,2.0,-2.0,22451-real-sociedad-espanyol
3,visitante,U. Núñez,,Minutos jugados,90.0,2.0,22451-real-sociedad-espanyol
3,visitante,U. Núñez,,Goles en contra,2.0,-2.0,22451-real-sociedad-espanyol
3,visitante,El Hilali,,Minutos jugados,90.0,2.0,22451-real-sociedad-espanyol
3,visitante,El Hilali,,Goles en contra,2.0,-2.0,22451-real-sociedad-espanyol
3,visitante,Drkusic,,Minutos jugados,90.0,2.0,22451-real-sociedad-espanyol
3,visitante,Drkusic,,Goles en contra,2.0,-2.0,22451-real-sociedad-espanyol
3,visitante,Hinojo,,Minutos jugados,90.0,2.0,22451-real-sociedad-espanyol
3,visitante,Hinojo,,Goles en contra,2.0,-2.0,22451-real-sociedad-espanyol
3,visitante,Hinojo,,Tarjetas amarillas,1.0,-1.0,22451-real-sociedad-espanyol
3,visitante,Edu Expósito,,Minutos jugados,70.0,2.0,22451-real-sociedad-espanyol
3,visitante,Edu Expósito,,Goles en contra,2.0,-1.0,22451-real-sociedad-espanyol
3,visitante,Urko,,Minutos jugados,45.0,1.0,22451-real-sociedad-espanyol
3,visitante,Urko,,Tarjetas amarillas,1.0,-1.0,22451-real-sociedad-espanyol
3,visitante,Calatrava,,Minutos jugados,90.0,2.0,22451-real-sociedad-espanyol
3,visitante,Calatrava,,Goles en contra,2.0,-1.0,22451-real-sociedad-espanyol
3,visitante,Javier Hernández,,Minutos jugados,70.0,2.0,22451-real-sociedad-espanyol
3,visitante,Javier Hernández,,Goles en contra,2.0,-1.0,22451-real-sociedad-espanyol
3,visitante,Roberto,,Minutos jugados,83.0,2.0,22451-real-sociedad-espanyol
3,visitante,Roberto,,Goles,1.0,4.0,22451-real-sociedad-espanyol
3,visitante,Roberto,,Goles en contra,2.0,-1.0,22451-real-sociedad-espanyol
3,visitante,Dolan,,Minutos jugados,83.0,2.0,22451-real-sociedad-espanyol
3,visitante,Dolan,,Goles en contra,2.0,-1.0,22451-real-sociedad-espanyol
3,visitante,Pere Milla,,Minutos jugados,7.0,1.0,22451-real-sociedad-espanyol
3,visitante,Jofre,,Minutos jugados,7.0,1.0,22451-real-sociedad-espanyol
3,visitante,Bauzà,,Minutos jugados,20.0,1.0,22451-real-sociedad-espanyol
3,visitante,Bauzà,,Tarjetas amarillas,1.0,-1.0,22451-real-sociedad-espanyol
3,visitante,Moscardo,,Minutos jugados,45.0,1.0,22451-real-sociedad-espanyol
3,visitante,Marcos,,Minutos jugados,20.0,1.0,22451-real-sociedad-espanyol
3,visitante,Marcos,,Tarjetas amarillas,1.0,-1.0,22451-real-sociedad-espanyol
3,local,Vlachodimos,,Minutos jugados,90.0,2.0,22452-sevilla-atletico
3,local,Vlachodimos,,Goles en contra,3.0,-2.0,22452-sevilla-atletico
3,local,Iglesias,,Minutos jugados,90.0,2.0,22452-sevilla-atletico
3,local,Iglesias,,Goles en contra,3.0,-2.0,22452-sevilla-atletico
3,local,Kike Salas,,Minutos jugados,90.0,2.0,22452-sevilla-atletico
3,local,Kike Salas,,Goles en contra,3.0,-2.0,22452-sevilla-atletico
3,local,Suazo,,Minutos jugados,90.0,2.0,22452-sevilla-atletico
3,local,Suazo,,Goles en contra,3.0,-2.0,22452-sevilla-atletico
3,local,Suazo,,Tarjetas amarillas,1.0,-1.0,22452-sevilla-atletico
3,local,Castrín,,Minutos jugados,90.0,2.0,22452-sevilla-atletico
3,local,Castrín,,Goles en contra,3.0,-2.0,22452-sevilla-atletico
3,local,Julio Díaz,,Minutos jugados,55.0,1.0,22452-sevilla-atletico
3,local,Julio Díaz,,Goles en contra,3.0,-2.0,22452-sevilla-atletico
3,local,Guridi,,Minutos jugados,55.0,1.0,22452-sevilla-atletico
3,local,Guridi,,Goles en contra,3.0,-1.0,22452-sevilla-atletico
3,local,Agoume,,Minutos jugados,90.0,2.0,22452-sevilla-atletico
3,local,Agoume,,Goles en contra,3.0,-1.0,22452-sevilla-atletico
3,local,Sierra,,Minutos jugados,80.0,2.0,22452-sevilla-atletico
3,local,Sierra,,Goles,1.0,4.0,22452-sevilla-atletico
3,local,Sierra,,Goles en contra,3.0,-1.0,22452-sevilla-atletico
3,local,Peque,,Minutos jugados,68.0,2.0,22452-sevilla-atletico
3,local,Peque,,Goles en contra,3.0,-1.0,22452-sevilla-atletico
3,local,Ure,,Minutos jugados,90.0,2.0,22452-sevilla-atletico
3,local,Ure,,Goles en contra,3.0,-1.0,22452-sevilla-atletico
3,local,Kochorashvili,,Minutos jugados,35.0,1.0,22452-sevilla-atletico
3,local,Alfon,,Minutos jugados,10.0,1.0,22452-sevilla-atletico
3,local,Ejuke,,Minutos jugados,35.0,1.0,22452-sevilla-atletico
3,local,Romero,,Minutos jugados,22.0,1.0,22452-sevilla-atletico
3,local,Romero,,Tarjetas amarillas,1.0,-1.0,22452-sevilla-atletico
3,visitante,Oblak,,Minutos jugados,90.0,2.0,22452-sevilla-atletico
3,visitante,M. Llorente,,Minutos jugados,66.0,2.0,22452-sevilla-atletico
3,visitante,M. Llorente,,Goles en contra,0.0,3.0,22452-sevilla-atletico
3,visitante,M. Llorente,,Tarjetas amarillas,1.0,-1.0,22452-sevilla-atletico
3,visitante,Grimaldo,,Minutos jugados,90.0,2.0,22452-sevilla-atletico
3,visitante,Hancko,,Minutos jugados,90.0,2.0,22452-sevilla-atletico
3,visitante,Pubill,,Minutos jugados,90.0,2.0,22452-sevilla-atletico
3,visitante,Pubill,,Tarjetas amarillas,1.0,-1.0,22452-sevilla-atletico
3,visitante,Kang-In Lee,,Minutos jugados,72.0,2.0,22452-sevilla-atletico
3,visitante,Baena,,Minutos jugados,85.0,2.0,22452-sevilla-atletico
3,visitante,Baena,,Goles,2.0,10.0,22452-sevilla-atletico
3,visitante,Giuliano,,Minutos jugados,90.0,2.0,22452-sevilla-atletico
3,visitante,Barrios,,Minutos jugados,90.0,2.0,22452-sevilla-atletico
3,visitante,Hjulmand,,Minutos jugados,85.0,2.0,22452-sevilla-atletico
3,visitante,Lookman,,Minutos jugados,66.0,2.0,22452-sevilla-atletico
3,visitante,Lookman,,Goles,1.0,4.0,22452-sevilla-atletico
3,visitante,Lookman,,Goles en contra,0.0,1.0,22452-sevilla-atletico
3,visitante,Giménez,,Minutos jugados,24.0,1.0,22452-sevilla-atletico
3,visitante,Koke,,Minutos jugados,18.0,1.0,22452-sevilla-atletico
3,visitante,Mendoza,,Minutos jugados,5.0,1.0,22452-sevilla-atletico
3,visitante,Cardoso,,Minutos jugados,5.0,1.0,22452-sevilla-atletico
3,visitante,Ortiz,,Minutos jugados,24.0,1.0,22452-sevilla-atletico
4,local,Unai Simón,,Minutos jugados,90.0,2.0,22453-athletic-atletico
4,local,Unai Simón,,Goles en contra,0.0,4.0,22453-athletic-atletico
4,local,Laporte,,Minutos jugados,90.0,2.0,22453-athletic-atletico
4,local,Laporte,,Goles en contra,0.0,3.0,22453-athletic-atletico
4,local,Yuri,,Minutos jugados,90.0,2.0,22453-athletic-atletico
4,local,Yuri,,Goles en contra,0.0,3.0,22453-athletic-atletico
4,local,Yeray,,Minutos jugados,45.0,1.0,22453-athletic-atletico
4,local,Areso,,Minutos jugados,90.0,2.0,22453-athletic-atletico
4,local,Areso,,Goles en contra,0.0,3.0,22453-athletic-atletico
4,local,R. de Galarreta,,Minutos jugados,60.0,2.0,22453-athletic-atletico
4,local,R. de Galarreta,,Goles en contra,0.0,2.0,22453-athletic-atletico
4,local,Sancet,,Minutos jugados,90.0,2.0,22453-athletic-atletico
4,local,Sancet,,Goles,1.0,5.0,22453-athletic-atletico
4,local,Sancet,,Goles en contra,0.0,2.0,22453-athletic-atletico
4,local,Navarro,,Minutos jugados,66.0,2.0,22453-athletic-atletico
4,local,Navarro,,Goles,1.0,5.0,22453-athletic-atletico
4,local,Navarro,,Goles en contra,0.0,2.0,22453-athletic-atletico
4,local,Gerenabarrena,,Minutos jugados,90.0,2.0,22453-athletic-atletico
4,local,Gerenabarrena,,Goles en contra,0.0,2.0,22453-athletic-atletico
4,local,I. Williams,,Minutos jugados,66.0,2.0,22453-athletic-atletico
4,local,I. Williams,,Goles en contra,0.0,1.0,22453-athletic-atletico
4,local,N. Williams,,Minutos jugados,76.0,2.0,22453-athletic-atletico
4,local,N. Williams,,Goles,1.0,4.0,22453-athletic-atletico
4,local,N. Williams,,Goles en contra,0.0,1.0,22453-athletic-atletico
4,local,Paredes,,Minutos jugados,45.0,1.0,22453-athletic-atletico
4,local,Johaneko,,Minutos jugados,24.0,1.0,22453-athletic-atletico
4,local,Berenguer,,Minutos jugados,24.0,1.0,22453-athletic-atletico
4,local,Jauregizar,,Minutos jugados,30.0,1.0,22453-athletic-atletico
4,local,Guruzeta,,Minutos jugados,14.0,1.0,22453-athletic-atletico
4,visitante,Oblak,,Minutos jugados,90.0,2.0,22453-athletic-atletico
4,visitante,Oblak,,Goles en contra,3.0,-2.0,22453-athletic-atletico
4,visitante,M. Llorente,,Minutos jugados,90.0,2.0,22453-athletic-atletico
4,visitante,M. Llorente,,Goles en contra,3.0,-2.0,22453-athletic-atletico
4,visitante,Grimaldo,,Minutos jugados,90.0,2.0,22453-athletic-atletico
4,visitante,Grimaldo,,Goles en contra,3.0,-2.0,22453-athletic-atletico
4,visitante,Hancko,,Minutos jugados,90.0,2.0,22453-athletic-atletico
4,visitante,Hancko,,Goles en contra,3.0,-2.0,22453-athletic-atletico
4,visitante,Pubill,,Minutos jugados,90.0,2.0,22453-athletic-atletico
4,visitante,Pubill,,Goles en contra,3.0,-2.0,22453-athletic-atletico
4,visitante,Kang-In Lee,,Minutos jugados,59.0,1.0,22453-athletic-atletico
4,visitante,Kang-In Lee,,Goles en contra,2.0,-1.0,22453-athletic-atletico
4,visitante,Kang-In Lee,,Tarjetas amarillas,1.0,-1.0,22453-athletic-atletico
4,visitante,Baena,,Minutos jugados,76.0,2.0,22453-athletic-atletico
4,visitante,Baena,,Goles en contra,2.0,-1.0,22453-athletic-atletico
4,visitante,Giuliano,,Minutos jugados,59.0,1.0,22453-athletic-atletico
4,visitante,Giuliano,,Goles en contra,2.0,-1.0,22453-athletic-atletico
4,visitante,Barrios,,Minutos jugados,90.0,2.0,22453-athletic-atletico
4,visitante,Barrios,,Goles en contra,3.0,-1.0,22453-athletic-atletico
4,visitante,Hjulmand,,Minutos jugados,59.0,1.0,22453-athletic-atletico
4,visitante,Hjulmand,,Goles en contra,2.0,-1.0,22453-athletic-atletico
4,visitante,Lookman,,Minutos jugados,58.0,1.0,22453-athletic-atletico
4,visitante,Lookman,,Goles en contra,2.0,-1.0,22453-athletic-atletico
4,visitante,Romero,,Minutos jugados,31.0,1.0,22453-athletic-atletico
4,visitante,Koke,,Minutos jugados,31.0,1.0,22453-athletic-atletico
4,visitante,Cardoso,,Minutos jugados,14.0,1.0,22453-athletic-atletico
4,visitante,Alvarez,,Minutos jugados,31.0,1.0,22453-athletic-atletico
4,visitante,Ortiz,,Minutos jugados,32.0,1.0,22453-athletic-atletico
4,local,Sivera,,Minutos jugados,90.0,2.0,22454-alaves-osasuna
4,local,Sivera,,Goles en contra,2.0,-2.0,22454-alaves-osasuna
4,local,Jonny,,Minutos jugados,80.0,2.0,22454-alaves-osasuna
4,local,Jonny,,Goles en contra,2.0,-2.0,22454-alaves-osasuna
4,local,Tenaglia,,Minutos jugados,90.0,2.0,22454-alaves-osasuna
4,local,Tenaglia,,Goles en contra,2.0,-2.0,22454-alaves-osasuna
4,local,Ángel Pérez,,Minutos jugados,90.0,2.0,22454-alaves-osasuna
4,local,Ángel Pérez,,Goles en contra,2.0,-1.0,22454-alaves-osasuna
4,local,Koski,,Minutos jugados,90.0,2.0,22454-alaves-osasuna
4,local,Koski,,Goles en contra,2.0,-2.0,22454-alaves-osasuna
4,local,Aleñá,,Minutos jugados,71.0,2.0,22454-alaves-osasuna
4,local,Aleñá,,Goles en contra,2.0,-1.0,22454-alaves-osasuna
4,local,Blanco,,Minutos jugados,90.0,2.0,22454-alaves-osasuna
4,local,Blanco,,Goles en contra,2.0,-1.0,22454-alaves-osasuna
4,local,Ibáñez,,Minutos jugados,90.0,2.0,22454-alaves-osasuna
4,local,Ibáñez,,Goles,1.0,5.0,22454-alaves-osasuna
4,local,Ibáñez,,Goles en contra,2.0,-1.0,22454-alaves-osasuna
4,local,Rebbach,,Minutos jugados,71.0,2.0,22454-alaves-osasuna
4,local,Rebbach,,Goles en contra,2.0,-1.0,22454-alaves-osasuna
4,local,Rebbach,,Tarjetas amarillas,1.0,-1.0,22454-alaves-osasuna
4,local,Mariano,,Minutos jugados,71.0,2.0,22454-alaves-osasuna
4,local,Mariano,,Goles,1.0,4.0,22454-alaves-osasuna
4,local,Mariano,,Goles en contra,2.0,-1.0,22454-alaves-osasuna
4,local,Boyé,,Minutos jugados,85.0,2.0,22454-alaves-osasuna
4,local,Boyé,,Goles,3.0,12.0,22454-alaves-osasuna
4,local,Boyé,,Goles en contra,2.0,-1.0,22454-alaves-osasuna
4,local,Youssef,,Minutos jugados,19.0,1.0,22454-alaves-osasuna
4,local,Oláiz,,Minutos jugados,10.0,1.0,22454-alaves-osasuna
4,local,Denis Suárez,,Minutos jugados,19.0,1.0,22454-alaves-osasuna
4,local,Miguel,,Minutos jugados,5.0,1.0,22454-alaves-osasuna
4,local,Aitor Mañas,,Minutos jugados,19.0,1.0,22454-alaves-osasuna
4,visitante,Herrera,,Minutos jugados,90.0,2.0,22454-alaves-osasuna
4,visitante,Herrera,,Goles en contra,5.0,-4.0,22454-alaves-osasuna
4,visitante,Catena,,Minutos jugados,90.0,2.0,22454-alaves-osasuna
4,visitante,Catena,,Goles en contra,5.0,-4.0,22454-alaves-osasuna
4,visitante,Boyomo,,Minutos jugados,60.0,2.0,22454-alaves-osasuna
4,visitante,Boyomo,,Goles en contra,3.0,-2.0,22454-alaves-osasuna
4,visitante,Bretones,,Minutos jugados,90.0,2.0,22454-alaves-osasuna
4,visitante,Bretones,,Goles en contra,5.0,-4.0,22454-alaves-osasuna
4,visitante,Bretones,,Tarjetas amarillas,1.0,-1.0,22454-alaves-osasuna
4,visitante,Arguibide,,Minutos jugados,85.0,2.0,22454-alaves-osasuna
4,visitante,Arguibide,,Goles en contra,4.0,-4.0,22454-alaves-osasuna
4,visitante,Rubén G.,,Minutos jugados,60.0,2.0,22454-alaves-osasuna
4,visitante,Rubén G.,,Goles en contra,3.0,-1.0,22454-alaves-osasuna
4,visitante,Moi Gómez,,Minutos jugados,60.0,2.0,22454-alaves-osasuna
4,visitante,Moi Gómez,,Goles en contra,3.0,-1.0,22454-alaves-osasuna
4,visitante,Moncayola,,Minutos jugados,90.0,2.0,22454-alaves-osasuna
4,visitante,Moncayola,,Goles en contra,5.0,-2.0,22454-alaves-osasuna
4,visitante,Iker Muñoz,,Minutos jugados,90.0,2.0,22454-alaves-osasuna
4,visitante,Iker Muñoz,,Goles en contra,5.0,-2.0,22454-alaves-osasuna
4,visitante,Budimir,,Minutos jugados,90.0,2.0,22454-alaves-osasuna
4,visitante,Budimir,,Goles,2.0,8.0,22454-alaves-osasuna
4,visitante,Budimir,,Goles en contra,5.0,-2.0,22454-alaves-osasuna
4,visitante,Raúl García,,Minutos jugados,90.0,2.0,22454-alaves-osasuna
4,visitante,Raúl García,,Goles en contra,5.0,-2.0,22454-alaves-osasuna
4,visitante,Yeboah,,Minutos jugados,30.0,1.0,22454-alaves-osasuna
4,visitante,Yeboah,,Goles en contra,2.0,-2.0,22454-alaves-osasuna
4,visitante,Yeboah,,Tarjetas amarillas,1.0,-1.0,22454-alaves-osasuna
4,visitante,Raul Moro,,Minutos jugados,30.0,1.0,22454-alaves-osasuna
4,visitante,Raul Moro,,Goles en contra,2.0,-1.0,22454-alaves-osasuna
4,visitante,Dubasin,,Minutos jugados,30.0,1.0,22454-alaves-osasuna
4,visitante,Dubasin,,Goles en contra,2.0,-1.0,22454-alaves-osasuna
4,visitante,Osambela,,Minutos jugados,5.0,1.0,22454-alaves-osasuna
4,local,Dituro,,Minutos jugados,90.0,2.0,22455-elche-real-sociedad
4,local,Dituro,,Goles en contra,3.0,-2.0,22455-elche-real-sociedad
4,local,Bigas,,Minutos jugados,90.0,2.0,22455-elche-real-sociedad
4,local,Bigas,,Goles en contra,3.0,-2.0,22455-elche-real-sociedad
4,local,Chust,,Minutos jugados,90.0,2.0,22455-elche-real-sociedad
4,local,Chust,,Goles en contra,3.0,-2.0,22455-elche-real-sociedad
4,local,Sangaré,,Minutos jugados,81.0,2.0,22455-elche-real-sociedad
4,local,Sangaré,,Goles en contra,2.0,-2.0,22455-elche-real-sociedad
4,local,Villar,,Minutos jugados,70.0,2.0,22455-elche-real-sociedad
4,local,Villar,,Goles en contra,2.0,-1.0,22455-elche-real-sociedad
4,local,Tete Morente,,Minutos jugados,90.0,2.0,22455-elche-real-sociedad
4,local,Tete Morente,,Goles en contra,3.0,-1.0,22455-elche-real-sociedad
4,local,Tete Morente,,Tarjetas amarillas,1.0,-1.0,22455-elche-real-sociedad
4,local,Valera,,Minutos jugados,81.0,2.0,22455-elche-real-sociedad
4,local,Valera,,Goles en contra,2.0,-1.0,22455-elche-real-sociedad
4,local,Valera,,Tarjetas amarillas,1.0,-1.0,22455-elche-real-sociedad
4,local,Buonanotte,,Minutos jugados,55.0,1.0,22455-elche-real-sociedad
4,local,Buonanotte,,Goles en contra,2.0,-1.0,22455-elche-real-sociedad
4,local,Morcillo,,Minutos jugados,90.0,2.0,22455-elche-real-sociedad
